,cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report,party,Unnamed: 10
16,4014,31621,Gailanne Cariddi,MA,HOUSE,FIRST BERKSHIRE,CARIDDI SALES CO. INC,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3926884-MA-CARIDDI-GAILANNE-M,Not in Open States,
17,4226,35426,Daniel Wolf,MA,SENATE,CAPE AND ISLANDS,HYANNIS AIR LEASING,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3927707-MA-WOLF-DANIEL-A,Not in Open States,
18,4227,35426,Daniel Wolf,MA,SENATE,CAPE AND ISLANDS,HYANNIS AIR SERVICE,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3927707-MA-WOLF-DANIEL-A,Not in Open States,
19,4195,36995,Frank Smizik,MA,HOUSE,FIFTEENTH NORFOLK,BOSTON COLLEGE LAW SCHOOL,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927584-MA-SMIZIK-FRANK,Not in Open States,
20,882,41481,Sharon Runner,CA,SENATE,21,THE RUNNER GROUP,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926099-CA-RUNNER-SHARON,Not in Open States,
21,4103,42563,Bradley Jr Jones,MA,HOUSE,TWENTIETH MIDDLESEX,NORTHRUP ASSOCIATES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927229-MA-JONES-JR-BRADLEY-H,Not in Open States,
22,9436,58443,Roger Hunt,SD,HOUSE,25,HUNT LAW OFFICE,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930108-SD-HUNT-ROGER,Not in Open States,
23,1522,67542,Jason Brodeur,FL,HOUSE,28,"ANCHOR CONSULTING, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927446-FL-BRODEUR-JASON-T,Not in Open States,
24,1523,67542,Jason Brodeur,FL,HOUSE,28,SEMINOLE COUNTY REGIONAL CHAMBER OF COMMERCE,BUSINESS ASSOCIATIONS,https://apps.publicintegrity.org/disclosure/documents/3927446-FL-BRODEUR-JASON-T,Not in Open States,
25,1607,68334,Blaise Ingoglia,FL,HOUSE,35,CONSERVATIVE HOLDINGS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932209-FL-INGOGLIA-BLAISE,Not in Open States,
26,1608,68334,Blaise Ingoglia,FL,HOUSE,35,HARTLAND CENTER LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932209-FL-INGOGLIA-BLAISE,Not in Open States,
27,1609,68334,Blaise Ingoglia,FL,HOUSE,35,"HARTLAND HOMES, INC.",HOME BUILDERS,https://apps.publicintegrity.org/disclosure/documents/3932209-FL-INGOGLIA-BLAISE,Not in Open States,
28,1636,68943,Deborah Mayfield,FL,HOUSE,54,FIDELITY INVESTMENTS,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3925216-FL-MAYFIELD-DEBORAH-J-DEBBIE,Not in Open States,
29,1643,69423,Bill Montford,FL,SENATE,3,FLORIDA ASSOCIATION OF DISTRICT SCHOOL SUPTS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3925237-FL-MONTFORD-BILL,Democratic,
30,1652,70294,Marlene H Otoole,FL,HOUSE,33,FIDELITY INVESTMENTS,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3925280-FL-OTOOLE-H-MARLENE,Not in Open States,
31,1653,70294,Marlene H Otoole,FL,HOUSE,33,"TSIC, INC.",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925280-FL-OTOOLE-H-MARLENE,Not in Open States,
32,4109,70643,Hannah Kane,MA,HOUSE,ELEVENTH WORCESTER,BEATON KANE CONSTRUCTION,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3927240-MA-KANE-HANNAH-E,Republican,
33,1589,71670,Tom Goodson,FL,HOUSE,50,"GOODSON PAVING, INC.",GENERAL CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3925109-FL-GOODSON-TOM,Not in Open States,
34,1599,72167,Alan Hays,FL,SENATE,11,"D. ALAN HAYS, DMD, PA",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925125-FL-HAYS-ALAN,Not in Open States,
35,900,90105,Jim Wood,CA,ASSEMBLY,2,"JAMES D. WOOD, DDS",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3926367-CA-WOOD-JIM,Democratic,
36,1685,92577,Paul Renner,FL,HOUSE,24,"MILAM HOWARD NICANDRI DEES & GILLAM, P.A.",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925361-FL-RENNER-PAUL,Not in Open States,
37,1659,121340,Edwin Pigman,FL,HOUSE,55,CALADIUM ER SVCS PARTNERSHIP LLC,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C,Not in Open States,
38,1660,121340,Edwin Pigman,FL,HOUSE,55,CARLTON ER SVCS PARTNERSHIP LLC,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C,Not in Open States,
39,1661,121340,Edwin Pigman,FL,HOUSE,55,"CITY CIRCLE ER SVCS PARTNERSHIP, LLC",HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C,Not in Open States,
40,1662,121340,Edwin Pigman,FL,HOUSE,55,DOCTORS MEMORIAL HOSPITAL,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C,Not in Open States,
41,1663,121340,Edwin Pigman,FL,HOUSE,55,HARDEE CO.,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C,Not in Open States,
42,1606,125042,Travis Hutson,FL,HOUSE,24,HUTSON COMPANIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925145-FL-HUTSON-TRAVIS,Not in Open States,
43,1638,126625,Charles Jr Mcburney,FL,HOUSE,16,CONDO RENTAL,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925219-FL-MCBURNEY-JR-CHARLES-W,Not in Open States,
44,1639,126625,Charles Jr Mcburney,FL,HOUSE,16,"LAW OFFICE OF CHARLES W. MCBURNEY, JR.",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925219-FL-MCBURNEY-JR-CHARLES-W,Not in Open States,
45,1587,129867,Julio Gonzalez,FL,HOUSE,74,ORTHOPEDIC CENTER OF VENICE,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925103-FL-GONZALEZ-JULIO,Not in Open States,
46,1501,133513,Aaron Bean,FL,SENATE,4,AARON BEAN AUCTIONEER,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927409-FL-BEAN-AARON-PAUL,Republican,
47,1502,133513,Aaron Bean,FL,SENATE,4,HIGH ENERGY AUCTION CO.,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927409-FL-BEAN-AARON-PAUL,Republican,
48,1700,157259,Darryl Rouson,FL,HOUSE,70,DOLMAN LAW GROUP,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925419-FL-ROUSON-DARRYL-ERVIN,Not in Open States,
49,1701,157259,Darryl Rouson,FL,HOUSE,70,ROUSON & ASSOCIATES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925419-FL-ROUSON-DARRYL-ERVIN,Not in Open States,
50,1702,157259,Darryl Rouson,FL,HOUSE,70,"SN HOLTZMAN, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925419-FL-ROUSON-DARRYL-ERVIN,Not in Open States,
51,840,160620,Hannah-Beth Jackson,CA,SENATE,19,CASCADE INVESTMENT CAPITAL,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925570-CA-JACKSON-HANNAH-BETH,Democratic,
52,4096,162102,Kevin Honan,MA,HOUSE,SEVENTEENTH SUFFOLK,THE CIP GROUP,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3927196-MA-HONAN-KEVIN-G,Not in Open States,
53,4102,162294,Patricia Jehlen,MA,SENATE,SECOND MIDDLESEX,HARVARD EDUCATION PRESS,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3927224-MA-JEHLEN-PATRICIA-D,Not in Open States,
54,3025,164624,Dennis Zent,IN,HOUSE,51,ENDODONTIC ASSOCIATES INC.,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3926628-IN-ZENT-DENNIS-J-DENNY,Republican,
55,3026,164624,Dennis Zent,IN,HOUSE,51,OZ REALTY LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926628-IN-ZENT-DENNIS-J-DENNY,Republican,
56,3027,164624,Dennis Zent,IN,HOUSE,51,SDI STEEL DYNAMICS,STEEL,https://apps.publicintegrity.org/disclosure/documents/3926628-IN-ZENT-DENNIS-J-DENNY,Republican,
57,3998,169372,Michael Barrett,MA,SENATE,THIRD MIDDLESEX,CRITICAL MASS CONSULTING,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926799-MA-BARRETT-MICHAEL-J,Not in Open States,
58,1584,172251,Joseph Geller,FL,HOUSE,100,"GREENSPOON MARDER, P.A.",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925098-FL-GELLER-JOSEPH-S-JOE,Not in Open States,
59,4164,177505,Jerald Parisella,MA,HOUSE,SIXTH ESSEX,TINTL QUINN GROVER AND FREY,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927454-MA-PARISELLA-JERALD-A,Not in Open States,
60,5541,180781,Robert Iii Johnson,MS,HOUSE,94,"ROBERT L. JOHNSON III, ATTORNEY AT LAW",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3928341-MS-JOHNSON-III-ROBERT-L,Not in Open States,
61,1716,198924,Darren Soto,FL,SENATE,14,DARREN SOTO LAW OFFICE PA,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925454-FL-SOTO-DARREN-MICHAEL,Not in Open States,
62,6692,199534,Susan Almy,NH,HOUSE,GRAFTON 013,ANNE SWIFT ALMY TRUST,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3928117-NH-ALMY-SUSAN-W,Not in Open States,
63,4057,215468,Carolyn Dykema,MA,HOUSE,EIGHTH MIDDLESEX,FIDELITY INVESTMENTS,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3927052-MA-DYKEMA-CAROLYN-C,Not in Open States,
64,4029,220473,Josh Cutler,MA,HOUSE,SIXTH PLYMOUTH,CUTLER CONSULTING,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926945-MA-CUTLER-JOSH-S,Not in Open States,
65,4012,224965,James Cantwell,MA,HOUSE,FOURTH PLYMOUTH,"GRAEBER, DAVIS & CANTWELL",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926880-MA-CANTWELL-JAMES-M,Not in Open States,
66,4045,227458,Geoff Diehl,MA,HOUSE,SEVENTH PLYMOUTH,BOSS ACADEMY OF PERFORMING ARTS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927003-MA-DIEHL-GEOFF,Republican,
67,9642,248000,Lee Harris,TN,SENATE,29,CAROLINA ACADEMIC PRESS,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3930423-TN-HARRIS-LEE,Democratic,
68,9644,248000,Lee Harris,TN,SENATE,29,UNIVERSITY OF MEMPHIS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930423-TN-HARRIS-LEE,Democratic,
69,9645,248000,Lee Harris,TN,SENATE,29,WOLTERS KLUWER,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3930423-TN-HARRIS-LEE,Democratic,
70,1690,264539,Jeremy Ring,FL,SENATE,29,BASELAYER TECHNOLOGY LLC,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925377-FL-RING-JEREMY-S,Not in Open States,
71,1691,264539,Jeremy Ring,FL,SENATE,29,STERLING FUND MANAGEMENT LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925377-FL-RING-JEREMY-S,Not in Open States,
72,4064,274993,John Fernandes,MA,HOUSE,TENTH WORCESTER,JOHN V FERNANDES ATTORNEY AT LAW,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927072-MA-FERNANDES-JOHN-V,Not in Open States,
73,4104,279763,Brian Joyce,MA,SENATE,"NORFOLK, BRISTOL AND PLYMOUTH","BRIAN A. JOYCE, ATTORNEY AT LAW PC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927231-MA-JOYCE-BRIAN-A,Not in Open States,
74,4154,290940,Matthew Muratore,MA,HOUSE,FIRST PLYMOUTH,"MAT HEALTH CARE CONSULTANTS, LLC",HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927423-MA-MURATORE-MATTHEW-J,Not in Open States,
75,1672,291064,Kevin Rader,FL,HOUSE,81,"CKP INSURANCE, LLC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3925335-FL-RADER-KEVIN,Not in Open States,
76,1673,291064,Kevin Rader,FL,HOUSE,81,DAL GLOBAL SERVICES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925335-FL-RADER-KEVIN,Not in Open States,
77,1674,291064,Kevin Rader,FL,HOUSE,81,"DECISION HR41, INC.",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925335-FL-RADER-KEVIN,Not in Open States,
78,892,330788,James Vidak,CA,SENATE,14,ANDY VIDAK,"
CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK",https://apps.publicintegrity.org/disclosure/documents/3926267-CA-VIDAK-JAMES-ANDREW-ANDY,Not in Open States,
79,6274,333383,Joshua Stein,NC,SENATE,16,SMITH MOORE LEATHERWOOD,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3928919-NC-STEIN-JOSHUA-H-JOSH,Not in Open States,
80,6275,333383,Joshua Stein,NC,SENATE,16,WASTE ZERO,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3928919-NC-STEIN-JOSHUA-H-JOSH,Not in Open States,
81,1572,333757,Don Gaetz,FL,SENATE,1,BLACKROCK FUND,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON,Not in Open States,
82,1573,333757,Don Gaetz,FL,SENATE,1,"CAREGIVERS, INC.",HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON,Not in Open States,
83,1574,333757,Don Gaetz,FL,SENATE,1,COMPASS BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON,Not in Open States,
84,1575,333757,Don Gaetz,FL,SENATE,1,NATIONAL SECURITIES CORP.,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON,Not in Open States,
85,1576,333757,Don Gaetz,FL,SENATE,1,SEASIDE COTTAGE RENTAL AGENCY,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON,Not in Open States,
86,1577,333757,Don Gaetz,FL,SENATE,1,"TREVERON, INC.",HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON,Not in Open States,
87,1578,333757,Don Gaetz,FL,SENATE,1,WELLS FARGO BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON,Not in Open States,
88,1355,357618,William Tong,CT,HOUSE,147,PERSON-TO-PERSON,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927273-CT-TONG-WILLIAM-M,Democratic,
89,1356,357618,William Tong,CT,HOUSE,147,SAMPAN INVESTMENT HOLDINGS LLC,INVESTMENT HOLDING COMPANIES,https://apps.publicintegrity.org/disclosure/documents/3927273-CT-TONG-WILLIAM-M,Democratic,
90,831,363200,Edward Hernandez,CA,SENATE,22,"EDWARD P. HERNANDEZ, OD",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925482-CA-HERNANDEZ-EDWARD-P,Not in Open States,
91,832,363200,Edward Hernandez,CA,SENATE,22,"HERNANDEZ FAMILY PROPERTIES, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925482-CA-HERNANDEZ-EDWARD-P,Not in Open States,
92,4055,363363,Peter Durant,MA,HOUSE,SIXTH WORCESTER,127 CONSULTING GROUP,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927043-MA-DURANT-PETER-J,Not in Open States,
93,4223,364007,James Welch,MA,SENATE,HAMPDEN,TOOMEY O'BRIEN FUNERAL HOME,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927693-MA-WELCH-JAMES-T,Not in Open States,
94,4023,376496,Cynthia Creem,MA,SENATE,FIRST MIDDLESEX AND NORFOLK,STONE STONE AND CREEM,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926918-MA-CREEM-CYNTHIA-STONE,Not in Open States,
95,4443,377045,James Rosapepe,MD,SENATE,21,PATUXENT CONSULTING GROUP,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926382-MD-ROSAPEPE-JAMES-C,Not in Open States,
96,8950,387024,Arthur Corvese,RI,HOUSE,55,ARTHUR J. CORVESE OPTHAMOLOGIST,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3930384-RI-CORVESE-ARTHUR-J,Not in Open States,
97,1743,404401,Alan Williams,FL,HOUSE,8,MW CONSULTING GROUP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925528-FL-WILLIAMS-ALAN-B,Not in Open States,
98,4119,423330,Kevin Kuros,MA,HOUSE,EIGHTH WORCESTER,"JENZABAR, INC",COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927277-MA-KUROS-KEVIN-J,Not in Open States,
99,4120,423330,Kevin Kuros,MA,HOUSE,EIGHTH WORCESTER,"RAPID RESULTS REALTY, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927277-MA-KUROS-KEVIN-J,Not in Open States,
100,4049,438104,Paul Donato,MA,HOUSE,THIRTY-FIFTH MIDDLESEX,VENICE ASSOCIATES,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3932211-MA-DONATO-PAUL-J,Not in Open States,
101,11147,448209,Robert Karnes,WV,SENATE,11,DARK HORSE LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3931443-WV-KARNES-ROBERT-L,Not in Open States,
102,11148,448209,Robert Karnes,WV,SENATE,11,FSIS,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931443-WV-KARNES-ROBERT-L,Not in Open States,
103,4115,451745,Kay Khan,MA,HOUSE,ELEVENTH MIDDLESEX,FIRST PSYCHIATRIC PLANNERS OF BOURNEWOOD HOSPITAL,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3927264-MA-KHAN-KAY,Democratic,
104,1650,455031,Jeanette Nunez,FL,HOUSE,119,ON POINT STRATEGIES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925270-FL-NUNEZ-JEANETTE,Not in Open States,
105,4041,459655,Brian Dempsey,MA,HOUSE,THIRD ESSEX,"BRIAN S. DEMPSEY INSURANCE AGENCY, LLC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3926987-MA-DEMPSEY-BRIAN-S,Not in Open States,
106,4042,459655,Brian Dempsey,MA,HOUSE,THIRD ESSEX,"NEW ENGLAND ENROLLMENT STRATEGIES, LLC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3926987-MA-DEMPSEY-BRIAN-S,Not in Open States,
107,1544,470197,Fredrick Costello,FL,HOUSE,25,"DRS. KRASKI, COSTELLO & DRAKE",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3924993-FL-COSTELLO-FREDRICK-W,Not in Open States,
108,1507,476144,Michael Bileca,FL,HOUSE,115,ATG DEVELOPMENT,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL,Republican,
109,1508,476144,Michael Bileca,FL,HOUSE,115,DC MANAGEMENT LP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL,Republican,
110,1509,476144,Michael Bileca,FL,HOUSE,115,FRASAN HOLDINGS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL,Republican,
111,1510,476144,Michael Bileca,FL,HOUSE,115,MGB 6600 HOLDINGS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL,Republican,
112,1511,476144,Michael Bileca,FL,HOUSE,115,MGB DEVELOPMENT HOLDINGS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL,Republican,
113,1512,476144,Michael Bileca,FL,HOUSE,115,PORTFINO DENTAL INVESTMENTS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL,Republican,
114,1513,476144,Michael Bileca,FL,HOUSE,115,TOWNCARE DENTAL HOLDINGS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL,Republican,
115,1564,487828,Greg Evers,FL,SENATE,2,GREG EVERS FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925060-FL-EVERS-GREG,Not in Open States,
116,1540,490728,Richard Corcoran,FL,HOUSE,37,BROAD & CASSEL,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3924981-FL-CORCORAN-RICHARD-M,Republican,
117,4033,491983,Robert Deleo,MA,HOUSE,NINETEENTH SUFFOLK,LAW OFFICES OF ROBERT A DELEO,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926968-MA-DELEO-ROBERT-A,Not in Open States,
118,4215,494359,Steven Ultrino,MA,HOUSE,THIRTY-THIRD MIDDLESEX,ST. MARY'S PARISH,CLERGY,https://apps.publicintegrity.org/disclosure/documents/3927662-MA-ULTRINO-STEVEN-ROCCO,Democratic,
119,1347,500179,Prasad Srinivasan,CT,HOUSE,31,"ALLERGY ASSOCIATES OF HARTFORD, PC",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3927257-CT-SRINIVASAN-PRASAD,Not in Open States,
